ward,year,category,cost
46,2012,Street Resurfacing,93723
46,2013,Alleys,9475
46,2013,Bicycle Infrastructure,330000
46,2013,Misc.,316233
46,2013,Pedestrian Infrastructure,12000
46,2013,Sidewalk Repair,14306
46,2013,Street Redesign,73700
46,2013,Street Resurfacing,560693
46,2014,Alleys,93107
46,2014,Misc.,114934
46,2014,Pedestrian Infrastructure,1100
46,2014,Sidewalk Repair,161438
46,2014,Street Redesign,3700
46,2014,Street Resurfacing,945189
46,2015,Alleys,41622
46,2015,Lighting,168000
46,2015,Misc.,135055
46,2015,Misc. CDOT,1532
46,2015,Parks,3209
46,2015,Sidewalk Repair,106977
46,2015,Street Redesign,115950
46,2015,Street Resurfacing,744236
46,2016,Alleys,293401
46,2016,Lighting,625000
46,2016,Misc.,14877
46,2016,Pedestrian Infrastructure,350
46,2016,Sidewalk Repair,48539
46,2016,Street Redesign,46073
46,2016,Street Resurfacing,253063
46,2017,Alleys,714602
46,2017,Lighting,188300
46,2017,Misc.,106000
46,2017,Misc. CDOT,634
46,2017,Parks,26952
46,2017,Pedestrian Infrastructure,21400
46,2017,Sidewalk Repair,55220
46,2017,Street Resurfacing,206892
46,2018,Alleys,92654
46,2018,Bicycle Infrastructure,30000
46,2018,Lighting,335000
46,2018,Misc.,379398
46,2018,Parks,25000
46,2018,Pedestrian Infrastructure,82529
46,2018,Sidewalk Repair,53095
46,2018,Street Redesign,10969
46,2018,Street Resurfacing,311355
46,2023,Alleys,771041
46,2023,Lighting,15750
46,2023,Misc.,48249
46,2023,Misc. CDOT,40882
46,2023,Sidewalk Repair,120540
46,2023,Street Resurfacing,374002
47,2012,Alleys,239943
47,2012,Lighting,500
47,2012,Misc.,519585
47,2012,Parks,30000
47,2012,Pedestrian Infrastructure,13729
47,2012,Sidewalk Repair,131630
47,2012,Street Redesign,2750
47,2012,Street Resurfacing,381863
47,2013,Alleys,470139
47,2013,Lighting,64400
47,2013,Misc.,98587
47,2013,Parks,33023
47,2013,Pedestrian Infrastructure,221618
47,2013,Sidewalk Repair,129392
47,2013,Street Redesign,8300
47,2013,Street Resurfacing,294408
47,2014,Alleys,316965
47,2014,Lighting,400
47,2014,Misc.,507546
47,2014,Pedestrian Infrastructure,12101
47,2014,Sidewalk Repair,15884
47,2014,Street Redesign,16150
47,2014,Street Resurfacing,450784
47,2015,Alleys,274682
47,2015,Lighting,454000
47,2015,Misc.,5188
47,2015,Misc. CDOT,1000
47,2015,Pedestrian Infrastructure,58000
47,2015,Sidewalk Repair,24823
47,2015,Street Redesign,42900
47,2015,Street Resurfacing,459408
47,2016,Alleys,257017
47,2016,Lighting,383300
47,2016,Misc.,19000
47,2016,Parks,50000
47,2016,Pedestrian Infrastructure,15100
47,2016,Sidewalk Repair,61547
47,2016,Street Redesign,6300
47,2016,Street Resurfacing,449963
47,2017,Alleys,187214
47,2017,Lighting,77500
47,2017,Misc.,15003
47,2017,Misc. CDOT,312369
47,2017,Parks,190000
47,2017,Pedestrian Infrastructure,193634
47,2017,Sidewalk Repair,4400
47,2017,Street Redesign,1800
47,2017,Street Resurfacing,338080
47,2018,Alleys,229857
47,2018,Beautification,13740
47,2018,Bicycle Infrastructure,23000
47,2018,Lighting,2500
47,2018,Misc.,4626
47,2018,Misc. CDOT,300000
47,2018,Parks,176100
47,2018,Pedestrian Infrastructure,170942
47,2018,Police Cameras,27011
47,2018,Sidewalk Repair,40736
47,2018,Street Resurfacing,331491
47,2023,Alleys,79229
47,2023,Bicycle Infrastructure,250000
47,2023,Lighting,3118
47,2023,Misc.,50364
47,2023,Pedestrian Infrastructure,254198
47,2023,Sidewalk Repair,217118
47,2023,Street Redesign,6931
47,2023,Street Resurfacing,522334
48,2012,Lighting,729050
48,2012,Misc.,75163
48,2012,Parks,20000
48,2012,Pedestrian Infrastructure,207788
48,2012,Street Resurfacing,288000
48,2013,Lighting,140000
48,2013,Misc.,652744
48,2013,Parks,222000
48,2013,Street Resurfacing,305256
48,2014,Alleys,2800
48,2014,Bicycle Infrastructure,56000
48,2014,Lighting,35750
48,2014,Misc.,640050
48,2014,Pedestrian Infrastructure,71200
48,2014,Sidewalk Repair,15093
48,2014,Street Redesign,9200
48,2014,Street Resurfacing,489662
48,2015,Alleys,217136
48,2015,Lighting,368800
48,2015,Misc.,79072
48,2015,Pedestrian Infrastructure,11550
48,2015,Sidewalk Repair,120702
48,2015,Street Resurfacing,495837
48,2016,Alleys,54608
48,2016,Bicycle Infrastructure,65000
48,2016,Lighting,117050
48,2016,Misc.,173096
48,2016,Parks,346420
48,2016,Pedestrian Infrastructure,114392
48,2016,Sidewalk Repair,21612
48,2016,Street Redesign,34601
48,2016,Street Resurfacing,393221
48,2017,Alleys,168509
48,2017,Beautification,43900
48,2017,Bicycle Infrastructure,17500
48,2017,Lighting,38000
48,2017,Misc.,55914
48,2017,Misc. CDOT,3315
48,2017,Parks,130480
48,2017,Pedestrian Infrastructure,437916
48,2017,Sidewalk Repair,96909
48,2017,Street Redesign,1700
48,2017,Street Resurfacing,325857
48,2018,Alleys,214058
48,2018,Beautification,40000
48,2018,Bicycle Infrastructure,100000
48,2018,Lighting,31452
48,2018,Misc.,338011
48,2018,Misc. CDOT,20000
48,2018,Parks,26000
48,2018,Pedestrian Infrastructure,96387
48,2018,Sidewalk Repair,125737
48,2018,Street Redesign,8796
48,2018,Street Resurfacing,319557
48,2023,Alleys,69802
48,2023,Misc.,69096
48,2023,Misc. CDOT,660
48,2023,Parks,50000
48,2023,Pedestrian Infrastructure,298012
48,2023,Street Resurfacing,187078
49,2012,Alleys,11434
49,2012,Lighting,600
49,2012,Misc.,195630
49,2012,Parks,29000
49,2012,Pedestrian Infrastructure,3625
49,2012,Sidewalk Repair,70441
49,2012,Street Redesign,8500
49,2012,Street Resurfacing,1000770
49,2013,Alleys,21735
49,2013,Lighting,165750
49,2013,Misc.,368494
49,2013,Parks,11081
49,2013,Pedestrian Infrastructure,3150
49,2013,Sidewalk Repair,8211
49,2013,Street Redesign,5550
49,2013,Street Resurfacing,736029
49,2014,Alleys,1400
49,2014,Lighting,254800
49,2014,Misc.,257496
49,2014,Parks,337785
49,2014,Pedestrian Infrastructure,1900
49,2014,Street Resurfacing,466619
49,2015,Alleys,267906
49,2015,Misc.,111950
49,2015,Parks,502668
49,2015,Pedestrian Infrastructure,700
49,2015,Sidewalk Repair,82105
49,2015,Street Resurfacing,301855
49,2016,Alleys,466765
49,2016,Lighting,500
49,2016,Misc.,132000
49,2016,Sidewalk Repair,132652
49,2016,Street Resurfacing,561934
49,2017,Alleys,345114
49,2017,Beautification,50000
49,2017,Lighting,423000
49,2017,Misc.,19000
49,2017,Misc. CDOT,3192
49,2017,Parks,120000
49,2017,Sidewalk Repair,50765
49,2017,Street Resurfacing,308928
49,2018,Alleys,706973
49,2018,Bicycle Infrastructure,50000
49,2018,Lighting,6450
49,2018,Misc.,5338
49,2018,Misc. CDOT,20000
49,2018,Parks,159476
49,2018,Pedestrian Infrastructure,48760
49,2018,Sidewalk Repair,93551
49,2018,Street Redesign,4700
49,2018,Street Resurfacing,224752
49,2023,Alleys,295636
49,2023,Beautification,33000
49,2023,Bicycle Infrastructure,80000
49,2023,Misc. CDOT,4560
49,2023,Parks,112000
49,2023,Pedestrian Infrastructure,200000
49,2023,Sidewalk Repair,186986
49,2023,Street Resurfacing,586698
50,2012,Lighting,23760
50,2012,Street Resurfacing,1296243
50,2013,Alleys,11448
50,2013,Lighting,132359
50,2013,Misc.,0
50,2013,Pedestrian Infrastructure,2600
50,2013,Street Resurfacing,1173592
50,2014,Alleys,45460
50,2014,Lighting,12000
50,2014,Misc.,0
50,2014,Sidewalk Repair,41116
50,2014,Street Redesign,7700
50,2014,Street Resurfacing,1107115
50,2015,Alleys,10990
50,2015,Lighting,37426
50,2015,Street Resurfacing,1256786
50,2016,Lighting,261168
50,2016,Misc.,0
50,2016,Street Redesign,3700
50,2016,Street Resurfacing,1055133
50,2017,Alleys,28817
50,2017,Lighting,449682
50,2017,Misc.,15550
50,2017,Misc. CDOT,150
50,2017,Street Redesign,2600
50,2017,Street Resurfacing,823201
50,2018,Alleys,49515
50,2018,Lighting,506500
50,2018,Misc.,4000
50,2018,Street Resurfacing,759986
50,2023,Alleys,184145
50,2023,Lighting,327500
50,2023,Pedestrian Infrastructure,1404
50,2023,Sidewalk Repair,61570
50,2023,Street Resurfacing,656842
